device_id,status,timestamp
1,0,04-08-2023 07:27
2,1,04-08-2023 07:27
3,1,04-08-2023 07:27
4,1,04-08-2023 07:27
5,1,04-08-2023 07:27
1,0,04-08-2023 07:28
2,1,04-08-2023 07:28
3,1,04-08-2023 07:28
4,1,04-08-2023 07:28
5,1,04-08-2023 07:28
